approx_playtime,song_id,artist,song_name
"2021-11-19 04:37","song-188003","Josh Baldwin","Evidence"
"2021-11-19 04:41","song-188530","Jeremy Camp","When You Speak"
"2021-11-19 04:46","song-187404","Danny Gokey","Tell Your Heart To Beat Again"
"2021-11-19 04:49","song-187138","Colton Dixon","More Of You"
"2021-11-19 04:53","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-19 04:57","song-187755","Elevation Worship","Graves Into Gardens"
"2021-11-19 05:02","song-187308","Lauren Daigle","First"
"2021-11-19 05:06","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-19 05:10","song-188326","Jordan Feliz","Next to Me"
"2021-11-19 05:13","song-188571","MercyMe","On Our Way (feat. Sam Wesley)"
"2021-11-19 05:18","song-187730","Cochren & Co.","One Day"
"2021-11-19 05:21","song-188505","Tasha Layton","Look What You've Done"
"2021-11-19 05:25","song-185631","Phil Wickham","Your Love Awakens Me"
"2021-11-19 05:28","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-19 05:31","song-188167","Ben Rector","The Thanksgiving Song"
"2021-11-19 05:34","song-187197","Hillsong United","Oceans (Where Feet May Fail)"
"2021-11-19 05:38","song-188539","Crowder","In The house"
"2021-11-19 05:42","song-188018","Casting Crowns","Start Right Here"
"2021-11-19 05:45","song-188555","for KING & COUNTRY","Relate"
"2021-11-19 05:48","song-184467","Jeremy Camp","My God"
"2021-11-19 05:52","song-187788","Elevation Worship","RATTLE!"
"2021-11-19 05:56","song-188569","Riley Clemmons","For The Good"
"2021-11-19 05:59","song-187294","Crowder","Lift Your Head Weary Sinner (Chains)"
"2021-11-19 06:03","song-187562","Zach Williams","Rescue Story"
"2021-11-19 06:07","song-188557","We Are Messengers","Come What May"
"2021-11-19 06:10","song-187973","Chris Tomlin","Who You Are To Me [feat. Lady A]"
"2021-11-19 06:14","song-188526","Ryan Ellis","Heart of the Father"
"2021-11-19 06:21","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-19 06:25","song-187450","Brian & Jenn Johnson","Raise A Hallelujah (feat. Jonathan David Helser, and Melissa Helser)"
"2021-11-19 06:29","song-188514","Blanca","Even At My Worst"
"2021-11-19 06:33","song-188010","CAIN","Rise Up (Lazarus)"
"2021-11-19 06:37","song-185479","The Afters","Every Good Thing"
"2021-11-19 06:40","song-188560","Danny Gokey","Stand In Faith"
"2021-11-19 06:46","song-188365","for KING & COUNTRY","Amen"
"2021-11-19 06:49","song-188522","Matthew West","What If"
"2021-11-19 06:53","song-184182","MercyMe","Best News Ever"
"2021-11-19 06:56","song-188495","Phil Wickham","House Of The Lord"
"2021-11-19 07:00","song-188450","Lauren Daigle","Hold On To Me"
"2021-11-19 07:03","song-183283","Third Day","Trust In Jesus"
"2021-11-19 07:08","song-188530","Jeremy Camp","When You Speak"
"2021-11-19 07:11","song-188536","Mike Donehey","All Together"
"2021-11-19 07:17","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-19 07:21","song-186929","Ryan Stevenson","Eye Of The Storm (feat. GabeReal)"
"2021-11-19 07:24","song-188492","CAIN","Yes He Can"
"2021-11-19 07:29","song-188559","TobyMac","Promised Land"
"2021-11-19 07:32","song-188475","Evan Craft","Be Alright (Feat. Danny Gokey & Redimi2)"
"2021-11-19 07:35","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-19 07:41","song-187743","We The Kingdom","Holy Water"
"2021-11-19 07:45","song-186546","Josh Wilson","I Refuse"
"2021-11-19 07:49","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-19 07:52","song-188027","Matthew West","Truth Be Told"
"2021-11-19 07:56","song-187061","for KING & COUNTRY","Together (feat. Kirk Franklin & Tori Kelly)"
"2021-11-19 07:59","song-187319","Lauren Daigle","Rescue"
"2021-11-19 08:03","song-183879","Lincoln Brewster","No One Like Our God"
"2021-11-19 08:07","song-188555","for KING & COUNTRY","Relate"
"2021-11-19 08:10","song-184117","Big Daddy Weave","I Know"
"2021-11-19 08:14","song-188564","Andrew Ripp","Rejoice"
"2021-11-19 08:22","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-19 08:27","song-187512","Jordan Feliz","Changed"
"2021-11-19 08:30","song-188557","We Are Messengers","Come What May"
"2021-11-19 08:35","song-188186","Jordan St. Cyr","Fires"
"2021-11-19 08:39","song-185409","Casting Crowns","Love Moved First"
"2021-11-19 08:42","song-188505","Tasha Layton","Look What You've Done"
"2021-11-19 08:48","song-187563","Zach Williams","There Was Jesus"
"2021-11-19 08:51","song-188514","Blanca","Even At My Worst"
"2021-11-19 08:55","song-185623","Phil Wickham","Safe"
"2021-11-19 08:58","song-188507","Anne Wilson","My Jesus"
"2021-11-19 09:02","song-188511","CeCe Winans","Believe For It"
"2021-11-19 09:06","song-183315","Chris Tomlin","I Will Follow"
"2021-11-19 09:10","song-188522","Matthew West","What If"
"2021-11-19 09:13","song-188568","Brandon Lake","Too Good To Not Believe (feat. Jenn Johnson)"
"2021-11-19 09:20","song-188530","Jeremy Camp","When You Speak"
"2021-11-19 09:23","song-187632","Austin French","Born Again"
"2021-11-19 09:26","song-188503","Tauren Wells","Until Grace (feat. Rascal Flatts)"
"2021-11-19 09:31","song-188539","Crowder","In The house"
"2021-11-19 09:34","song-188474","Rhett Walker","Gospel Song"
"2021-11-19 09:38","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-19 09:46","song-184522","Sanctus Real","Forgiven"
"2021-11-19 09:49","song-185591","NEEDTOBREATHE","Testify"
"2021-11-19 09:53","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-19 09:56","song-187643","Cory Asbury","The Father's House"
"2021-11-19 10:00","song-187113","Unspoken","Reason"
"2021-11-19 10:04","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-19 10:07","song-187573","Micah Tyler","Amen"
"2021-11-19 10:10","song-188570","Jon Reddick","God, Turn It Around (feat. Matt Maher)"
"2021-11-19 10:18","song-188560","Danny Gokey","Stand In Faith"
"2021-11-19 10:21","song-184474","Jeremy Camp","Word Of Life"
"2021-11-19 10:24","song-188555","for KING & COUNTRY","Relate"
"2021-11-19 10:28","song-187987","Colton Dixon","Miracles"
"2021-11-19 10:31","song-186515","Tenth Avenue North","By Your Side"
"2021-11-19 10:35","song-188559","TobyMac","Promised Land"
"2021-11-19 10:41","song-188416","Michael W. Smith","Waymaker"
"2021-11-19 10:45","song-188557","We Are Messengers","Come What May"
"2021-11-19 10:48","song-183312","Chris Tomlin","I Will Rise"
"2021-11-19 10:53","song-188495","Phil Wickham","House Of The Lord"
"2021-11-19 10:57","song-187554","Tauren Wells","God's Not Done With You"
"2021-11-19 11:00","song-188332","Zach Williams","Less Like Me"
"2021-11-19 11:04","song-187513","Jordan Feliz","Faith"
"2021-11-19 11:08","song-188514","Blanca","Even At My Worst"
"2021-11-19 11:11","song-188571","MercyMe","On Our Way (feat. Sam Wesley)"
"2021-11-19 11:18","song-188522","Matthew West","What If"
"2021-11-19 11:22","song-187059","for KING & COUNTRY","God Only Knows"
"2021-11-19 11:25","song-187788","Elevation Worship","RATTLE!"
"2021-11-19 11:30","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-19 11:34","song-187210","Hillsong United","Another In The Fire"
"2021-11-19 11:38","song-188530","Jeremy Camp","When You Speak"
"2021-11-19 11:45","song-184115","Big Daddy Weave","Alive"
"2021-11-19 11:49","song-183813","Steven Curtis Chapman","Love Take Me Over"
"2021-11-19 11:52","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-19 11:56","song-186937","Ryan Stevenson","Amadeo (Still My God)"
"2021-11-19 11:59","song-185488","The Afters","I Will Fear No More"
"2021-11-19 12:03","song-188454","TobyMac","Help Is On The Way (Maybe Midnight)"
"2021-11-19 12:06","song-186602","Matt Maher","Because He Lives (Amen)"
"2021-11-19 12:09","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-19 12:13","song-187406","Danny Gokey","The Comeback"
"2021-11-19 12:19","song-188569","Riley Clemmons","For The Good"
"2021-11-19 12:23","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-19 12:26","song-186789","Sidewalk Prophets","Prodigal"
"2021-11-19 12:29","song-188503","Tauren Wells","Until Grace (feat. Rascal Flatts)"
"2021-11-19 12:32","song-188505","Tasha Layton","Look What You've Done"
"2021-11-19 12:36","song-188130","Jeremy Camp","Out of My Hands"
"2021-11-19 12:40","song-188555","for KING & COUNTRY","Relate"
"2021-11-19 12:46","song-186581","Francesca Battistelli","He Knows My Name"
"2021-11-19 12:49","song-185308","Building 429","Fear No More"
"2021-11-19 12:53","song-188539","Crowder","In The house"
"2021-11-19 12:56","song-188540","NEEDTOBREATHE","I Am Yours"
"2021-11-19 13:00","song-187559","Zach Williams","Old Church Choir"
"2021-11-19 13:03","song-188557","We Are Messengers","Come What May"
"2021-11-19 13:06","song-187614","Elevation Worship","See A Victory"
"2021-11-19 13:10","song-188526","Ryan Ellis","Heart of the Father"
"2021-11-19 13:18","song-184523","Sanctus Real","Lead Me"
"2021-11-19 13:22","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-19 13:25","song-183339","Chris Tomlin","Nobody Loves Me Like You"
"2021-11-19 13:30","song-188514","Blanca","Even At My Worst"
"2021-11-19 13:33","song-188329","MercyMe","Say I Won't"
"2021-11-19 13:37","song-183859","Lincoln Brewster","Everlasting God"
"2021-11-19 13:42","song-188560","Danny Gokey","Stand In Faith"
"2021-11-19 13:48","song-187968","Josh Wilson","Revolutionary"
"2021-11-19 13:51","song-188522","Matthew West","What If"
"2021-11-19 13:55","song-187066","One Sonic Society","Great Are You Lord"
"2021-11-19 13:58","song-188495","Phil Wickham","House Of The Lord"
"2021-11-19 14:03","song-188445","We The Kingdom","Child of Love (feat. Bear Rhinehart)"
"2021-11-19 14:07","song-185700","Brandon Heath","The Light In Me"
"2021-11-19 14:11","song-188530","Jeremy Camp","When You Speak"
"2021-11-19 14:14","song-184715","Aaron Shust","My Hope Is In You"
"2021-11-19 14:20","song-188536","Mike Donehey","All Together"
"2021-11-19 14:23","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-19 14:28","song-187054","for KING & COUNTRY","It's Not Over Yet"
"2021-11-19 14:31","song-188503","Tauren Wells","Until Grace (feat. Rascal Flatts)"
"2021-11-19 14:35","song-188559","TobyMac","Promised Land"
"2021-11-19 14:38","song-188326","Jordan Feliz","Next to Me"
"2021-11-19 14:41","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-19 14:48","song-183997","Hillsong Worship","Who You Say I Am"
"2021-11-19 14:51","song-185465","Mat Kearney","Air I Breathe"
"2021-11-19 14:55","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-19 14:58","song-188003","Josh Baldwin","Evidence"
"2021-11-19 15:02","song-185211","Matthew West","Strong Enough"
"2021-11-19 15:06","song-188555","for KING & COUNTRY","Relate"
"2021-11-19 15:09","song-187967","Danny Gokey","Love God, Love People"
"2021-11-19 15:12","song-188564","Andrew Ripp","Rejoice"
"2021-11-19 15:19","song-184498","Plumb","God Help Me"
"2021-11-19 15:23","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-19 15:27","song-183314","Passion","Our God (feat. Chris Tomlin)"
"2021-11-19 15:31","song-188557","We Are Messengers","Come What May"
"2021-11-19 15:34","song-187972","We The Kingdom","God So Loved"
"2021-11-19 15:39","song-184470","Jeremy Camp","He Knows"
"2021-11-19 15:42","song-188505","Tasha Layton","Look What You've Done"
"2021-11-19 15:48","song-188026","Phil Wickham","Battle Belongs"
"2021-11-19 15:52","song-188514","Blanca","Even At My Worst"
"2021-11-19 15:56","song-184181","MercyMe","Grace Got You"
"2021-11-19 16:07","song-188522","Matthew West","What If"
"2021-11-19 16:10","song-187755","Elevation Worship","Graves Into Gardens"
"2021-11-19 16:14","song-188568","Brandon Lake","Too Good To Not Believe (feat. Jenn Johnson)"
"2021-11-19 16:22","song-187086","Rend Collective","Counting Every Blessing"
"2021-11-19 16:26","song-188539","Crowder","In The house"
"2021-11-19 16:29","song-184111","Big Daddy Weave","Overwhelmed"
"2021-11-19 16:35","song-188530","Jeremy Camp","When You Speak"
"2021-11-19 16:38","song-187557","Tauren Wells","Famous For (I Believe)"
"2021-11-19 16:42","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-19 16:48","song-187987","Colton Dixon","Miracles"
"2021-11-19 16:51","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-19 16:56","song-187728","Cochren & Co.","Church (Take Me Back)"
"2021-11-19 16:58","song-188492","CAIN","Yes He Can"
"2021-11-19 17:02","song-186610","Matt Maher","Alive & Breathing"
"2021-11-19 17:06","song-184200","Kutless","What Faith Can Do"
"2021-11-19 17:10","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-19 17:12","song-185219","Matthew West","Do Something"
"2021-11-19 17:20","song-188570","Jon Reddick","God, Turn It Around (feat. Matt Maher)"
"2021-11-19 17:24","song-188555","for KING & COUNTRY","Relate"
"2021-11-19 17:27","song-185475","The Afters","Lift Me Up"
"2021-11-19 17:32","song-188503","Tauren Wells","Until Grace (feat. Rascal Flatts)"
"2021-11-19 17:35","song-188560","Danny Gokey","Stand In Faith"
"2021-11-19 17:39","song-184477","Jeremy Camp","Keep Me In The Moment"
"2021-11-19 17:46","song-188557","We Are Messengers","Come What May"
"2021-11-19 17:50","song-183875","Lincoln Brewster","Made New"
"2021-11-19 17:53","song-188559","TobyMac","Promised Land"
"2021-11-19 17:57","song-188562","Mac Powell","River of Life"
"2021-11-19 18:00","song-185629","Phil Wickham","This Is Amazing Grace"
"2021-11-19 18:04","song-188514","Blanca","Even At My Worst"
"2021-11-19 18:07","song-188186","Jordan St. Cyr","Fires"
"2021-11-19 18:11","song-188571","MercyMe","On Our Way (feat. Sam Wesley)"
"2021-11-19 18:18","song-186565","Francesca Battistelli","Beautiful, Beautiful"
"2021-11-19 18:21","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-19 18:25","song-183328","Chris Tomlin","Jesus Loves Me"
"2021-11-19 18:30","song-188522","Matthew West","What If"
"2021-11-19 18:34","song-188333","Crowder","Good God Almighty"
"2021-11-19 18:37","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-19 18:44","song-188511","CeCe Winans","Believe For It"
"2021-11-19 18:49","song-188530","Jeremy Camp","When You Speak"
"2021-11-19 18:52","song-187571","Micah Tyler","Different"
"2021-11-19 18:55","song-187788","Elevation Worship","RATTLE!"
"2021-11-19 18:58","song-183631","TobyMac","Love Broke Thru"
"2021-11-19 19:02","song-188025","Andrew Ripp","Jericho"
"2021-11-19 19:06","song-187512","Jordan Feliz","Changed"
"2021-11-19 19:09","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-19 19:13","song-187105","Unspoken","Start A Fire"
"2021-11-19 19:20","song-188569","Riley Clemmons","For The Good"
"2021-11-19 19:23","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-19 19:26","song-186152","Passion","Glorious Day"
"2021-11-19 19:33","song-188492","CAIN","Yes He Can"
"2021-11-19 19:36","song-188505","Tasha Layton","Look What You've Done"
"2021-11-19 19:39","song-188489","Dante Bowe","Joyful"
"2021-11-19 19:47","song-188555","for KING & COUNTRY","Relate"
"2021-11-19 19:50","song-186694","Kari Jobe","I Am Not Alone"
"2021-11-19 19:53","song-188539","Crowder","In The house"
"2021-11-19 19:57","song-188018","Casting Crowns","Start Right Here"
"2021-11-19 20:00","song-184476","Jeremy Camp","Dead Man Walking"
"2021-11-19 20:03","song-188557","We Are Messengers","Come What May"
"2021-11-19 20:07","song-187563","Zach Williams","There Was Jesus"
"2021-11-19 20:10","song-188526","Ryan Ellis","Heart of the Father"
"2021-11-19 20:18","song-183311","Chris Tomlin","Jesus Messiah"
"2021-11-19 20:23","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-19 20:26","song-184183","MercyMe","Almost Home"
"2021-11-19 20:31","song-188514","Blanca","Even At My Worst"
"2021-11-19 20:35","song-188010","CAIN","Rise Up (Lazarus)"
"2021-11-19 20:38","song-188560","Danny Gokey","Stand In Faith"
"2021-11-19 20:44","song-187643","Cory Asbury","The Father's House"
"2021-11-19 20:48","song-188522","Matthew West","What If"
"2021-11-19 20:52","song-185592","NEEDTOBREATHE","Hard Love"
"2021-11-19 20:56","song-188495","Phil Wickham","House Of The Lord"
"2021-11-19 21:00","song-186749","Jonny Diaz","Breathe"
"2021-11-19 21:03","song-188474","Rhett Walker","Gospel Song"
"2021-11-19 21:07","song-188530","Jeremy Camp","When You Speak"
"2021-11-19 21:10","song-188536","Mike Donehey","All Together"
"2021-11-19 21:15","song-185481","The Afters","Broken Hallelujah"
"2021-11-19 21:19","song-188559","TobyMac","Promised Land"
"2021-11-19 21:23","song-187570","Micah Tyler","Never Been A Moment"
"2021-11-19 21:26","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-19 21:30","song-188416","Michael W. Smith","Waymaker"
"2021-11-19 21:34","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-19 21:37","song-187507","Jordan Feliz","The River"
"2021-11-19 21:43","song-188329","MercyMe","Say I Won't"
"2021-11-19 21:47","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-19 21:50","song-187404","Danny Gokey","Tell Your Heart To Beat Again"
"2021-11-19 21:54","song-188503","Tauren Wells","Until Grace (feat. Rascal Flatts)"
"2021-11-19 21:57","song-187319","Lauren Daigle","Rescue"
"2021-11-19 22:01","song-188027","Matthew West","Truth Be Told"
"2021-11-19 22:05","song-186461","Mandisa","Overcomer"
"2021-11-19 22:08","song-188555","for KING & COUNTRY","Relate"
"2021-11-19 22:11","song-187138","Colton Dixon","More Of You"
"2021-11-19 22:18","song-188564","Andrew Ripp","Rejoice"
"2021-11-19 22:22","song-188557","We Are Messengers","Come What May"
"2021-11-19 22:25","song-187450","Brian & Jenn Johnson","Raise A Hallelujah (feat. Jonathan David Helser, and Melissa Helser)"
"2021-11-19 22:29","song-188507","Anne Wilson","My Jesus"
"2021-11-19 22:33","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-19 22:37","song-184117","Big Daddy Weave","I Know"
"2021-11-19 22:41","song-188514","Blanca","Even At My Worst"
"2021-11-19 22:49","song-188411","Casting Crowns","Nobody"
"2021-11-19 22:52","song-183330","Chris Tomlin","At The Cross (Love Ran Red)"
"2021-11-19 22:56","song-188505","Tasha Layton","Look What You've Done"
"2021-11-19 23:00","song-183017","Newsboys","God's Not Dead (Like a Lion)"
"2021-11-19 23:04","song-188522","Matthew West","What If"
"2021-11-19 23:08","song-186937","Ryan Stevenson","Amadeo (Still My God)"
"2021-11-19 23:12","song-188568","Brandon Lake","Too Good To Not Believe (feat. Jenn Johnson)"
"2021-11-19 23:19","song-183986","Hillsong Worship","Cornerstone"
"2021-11-19 23:22","song-188539","Crowder","In The house"
"2021-11-19 23:25","song-184531","Sanctus Real","Confidence"
"2021-11-19 23:28","song-188530","Jeremy Camp","When You Speak"
"2021-11-19 23:31","song-188475","Evan Craft","Be Alright (Feat. Danny Gokey & Redimi2)"
"2021-11-19 23:34","song-184179","MercyMe","Dear Younger Me"
"2021-11-19 23:37","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-19 23:41","song-188332","Zach Williams","Less Like Me"
"2021-11-19 23:45","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-19 23:49","song-183879","Lincoln Brewster","No One Like Our God"
"2021-11-19 23:53","song-187638","Riley Clemmons","Over and Over"
"2021-11-19 23:57","song-188492","CAIN","Yes He Can"
"2021-11-20 00:00","song-188450","Lauren Daigle","Hold On To Me"
"2021-11-20 00:03","song-187730","Cochren & Co.","One Day"
"2021-11-20 00:06","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-20 00:09","song-187642","Cory Asbury","Reckless Love"
"2021-11-20 00:15","song-188570","Jon Reddick","God, Turn It Around (feat. Matt Maher)"
"2021-11-20 00:18","song-188555","for KING & COUNTRY","Relate"
"2021-11-20 00:21","song-186986","Stars Go Dim","Heaven On Earth"
"2021-11-20 00:24","song-188495","Phil Wickham","House Of The Lord"
"2021-11-20 00:28","song-188560","Danny Gokey","Stand In Faith"
"2021-11-20 00:32","song-187210","Hillsong United","Another In The Fire"
"2021-11-20 00:36","song-188557","We Are Messengers","Come What May"
"2021-11-20 00:43","song-184213","Kutless","King Of My Heart"
"2021-11-20 00:47","song-187036","7eventh Time Down","God Is On The Move"
"2021-11-20 00:49","song-188559","TobyMac","Promised Land"
"2021-11-20 00:53","song-188003","Josh Baldwin","Evidence"
"2021-11-20 00:56","song-188511","CeCe Winans","Believe For It"
"2021-11-20 01:00","song-185406","Casting Crowns","Only Jesus"
"2021-11-20 01:04","song-188514","Blanca","Even At My Worst"
"2021-11-20 01:08","song-187973","Chris Tomlin","Who You Are To Me [feat. Lady A]"
"2021-11-20 01:11","song-188571","MercyMe","On Our Way (feat. Sam Wesley)"
"2021-11-20 01:17","song-187293","Crowder","Come As You Are"
"2021-11-20 01:20","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-20 01:24","song-186919","Kristian Stanfill","My Heart Is Yours (feat. Kristian Stanfill)"
"2021-11-20 01:28","song-188522","Matthew West","What If"
"2021-11-20 01:31","song-187968","Josh Wilson","Revolutionary"
"2021-11-20 01:34","song-187445","I AM THEY","No Impossible with You"
"2021-11-20 01:38","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-20 01:44","song-188026","Phil Wickham","Battle Belongs"
"2021-11-20 01:48","song-188530","Jeremy Camp","When You Speak"
"2021-11-20 01:51","song-187604","Elevation Worship","Do It Again"
"2021-11-20 01:55","song-187753","Hope Darst","Peace Be Still"
"2021-11-20 01:59","song-188503","Tauren Wells","Until Grace (feat. Rascal Flatts)"
"2021-11-20 02:03","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-20 02:10","song-188326","Jordan Feliz","Next to Me"
"2021-11-20 02:13","song-184715","Aaron Shust","My Hope Is In You"
"2021-11-20 02:18","song-188569","Riley Clemmons","For The Good"
"2021-11-20 02:22","song-183318","Chris Tomlin","I Lift My Hands"
"2021-11-20 02:26","song-184941","Matt Redman","10,000 Reasons"
"2021-11-20 02:30","song-188492","CAIN","Yes He Can"
"2021-11-20 02:34","song-188505","Tasha Layton","Look What You've Done"
"2021-11-20 02:37","song-188454","TobyMac","Help Is On The Way (Maybe Midnight)"
"2021-11-20 02:40","song-188555","for KING & COUNTRY","Relate"
"2021-11-20 02:46","song-185230","Matthew West","The God Who Stays"
"2021-11-20 02:50","song-188539","Crowder","In The house"
"2021-11-20 02:53","song-187405","Danny Gokey","Rise"
"2021-11-20 02:56","song-188540","NEEDTOBREATHE","I Am Yours"
"2021-11-20 03:01","song-187987","Colton Dixon","Miracles"
"2021-11-20 03:03","song-187099","Rhett Walker Band","Believer"
"2021-11-20 03:07","song-188514","Blanca","Even At My Worst"
"2021-11-20 03:10","song-184150","MercyMe","God With Us"
"2021-11-20 03:16","song-188564","Andrew Ripp","Rejoice"
"2021-11-20 03:19","song-188522","Matthew West","What If"
"2021-11-20 03:23","song-183321","Chris Tomlin","Whom Shall I Fear (God of Angel Armies)"
"2021-11-20 03:27","song-188495","Phil Wickham","House Of The Lord"
"2021-11-20 03:31","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-20 03:34","song-188186","Jordan St. Cyr","Fires"
"2021-11-20 03:38","song-188530","Jeremy Camp","When You Speak"
"2021-11-20 03:43","song-186532","Tenth Avenue North","Control (Somehow You Want Me)"
"2021-11-20 03:47","song-187558","Zach Williams","Chain Breaker"
"2021-11-20 03:50","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-20 03:54","song-186610","Matt Maher","Alive & Breathing"
"2021-11-20 03:58","song-188503","Tauren Wells","Until Grace (feat. Rascal Flatts)"
"2021-11-20 04:02","song-186581","Francesca Battistelli","He Knows My Name"
"2021-11-20 04:06","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-20 04:10","song-187573","Micah Tyler","Amen"
"2021-11-20 04:13","song-188568","Brandon Lake","Too Good To Not Believe (feat. Jenn Johnson)"
"2021-11-20 04:19","song-186888","Chris August","Starry Night"
"2021-11-20 04:22","song-188505","Tasha Layton","Look What You've Done"
"2021-11-20 04:26","song-185218","Matthew West","Hello, My Name Is"
"2021-11-20 04:29","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-20 04:32","song-184477","Jeremy Camp","Keep Me In The Moment"
"2021-11-20 04:35","song-183625","TobyMac","Speak Life"
"2021-11-20 04:39","song-188539","Crowder","In The house"
"2021-11-20 04:43","song-188511","CeCe Winans","Believe For It"
"2021-11-20 04:46","song-188555","for KING & COUNTRY","Relate"
"2021-11-20 04:49","song-187113","Unspoken","Reason"
"2021-11-20 04:53","song-188507","Anne Wilson","My Jesus"
"2021-11-20 04:56","song-188570","Jon Reddick","God, Turn It Around (feat. Matt Maher)"
"2021-11-20 05:01","song-187557","Tauren Wells","Famous For (I Believe)"
"2021-11-20 05:04","song-187513","Jordan Feliz","Faith"
"2021-11-20 05:08","song-188557","We Are Messengers","Come What May"
"2021-11-20 05:11","song-186869","Dave Barnes","God Gave Me You"
"2021-11-20 05:15","song-188571","MercyMe","On Our Way (feat. Sam Wesley)"
"2021-11-20 05:19","song-188514","Blanca","Even At My Worst"
"2021-11-20 05:22","song-183312","Chris Tomlin","I Will Rise"
"2021-11-20 05:27","song-187788","Elevation Worship","RATTLE!"
"2021-11-20 05:31","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-20 05:34","song-188445","We The Kingdom","Child of Love (feat. Bear Rhinehart)"
"2021-11-20 05:38","song-188522","Matthew West","What If"
"2021-11-20 05:44","song-187059","for KING & COUNTRY","God Only Knows"
"2021-11-20 05:47","song-187133","Colton Dixon","You Are"
"2021-11-20 05:51","song-188560","Danny Gokey","Stand In Faith"
"2021-11-20 05:54","song-187563","Zach Williams","There Was Jesus"
"2021-11-20 05:58","song-188495","Phil Wickham","House Of The Lord"
"2021-11-20 06:02","song-184115","Big Daddy Weave","Alive"
"2021-11-20 06:05","song-188530","Jeremy Camp","When You Speak"
"2021-11-20 06:08","song-187643","Cory Asbury","The Father's House"
"2021-11-20 06:12","song-188569","Riley Clemmons","For The Good"
"2021-11-20 06:18","song-184595","David Crowder Band","How He Loves"
"2021-11-20 06:21","song-188559","TobyMac","Promised Land"
"2021-11-20 06:25","song-183876","Lincoln Brewster","There Is Power"
"2021-11-20 06:28","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-20 06:33","song-188025","Andrew Ripp","Jericho"
"2021-11-20 06:36","song-184498","Plumb","God Help Me"
"2021-11-20 06:40","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-20 06:44","song-187614","Elevation Worship","See A Victory"
"2021-11-20 06:48","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-20 06:51","song-187553","Tauren Wells","Known"
"2021-11-20 06:54","song-188492","CAIN","Yes He Can"
"2021-11-20 06:57","song-188526","Ryan Ellis","Heart of the Father"
"2021-11-20 07:02","song-188329","MercyMe","Say I Won't"
