approx_playtime,song_id,artist,song_name
"2021-11-11 06:48","song-187133","Colton Dixon","You Are"
"2021-11-11 06:51","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-11 06:55","song-187614","Elevation Worship","See A Victory"
"2021-11-11 06:59","song-187947","Maverick City Music","Man Of Your Word"
"2021-11-11 07:02","song-187553","Tauren Wells","Known"
"2021-11-11 07:06","song-188557","We Are Messengers","Come What May"
"2021-11-11 07:09","song-188540","NEEDTOBREATHE","I Am Yours"
"2021-11-11 07:16","song-188536","Mike Donehey","All Together"
"2021-11-11 07:21","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-11 07:26","song-183314","Passion","Our God (feat. Chris Tomlin)"
"2021-11-11 07:29","song-188514","Blanca","Even At My Worst"
"2021-11-11 07:34","song-188018","Casting Crowns","Start Right Here"
"2021-11-11 07:37","song-186869","Dave Barnes","God Gave Me You"
"2021-11-11 07:40","song-188505","Tasha Layton","Look What You've Done"
"2021-11-11 07:47","song-188416","Michael W. Smith","Waymaker"
"2021-11-11 07:51","song-188522","Matthew West","What If"
"2021-11-11 07:58","song-188507","Anne Wilson","My Jesus"
"2021-11-11 08:02","song-187967","Danny Gokey","Love God, Love People"
"2021-11-11 08:05","song-183997","Hillsong Worship","Who You Say I Am"
"2021-11-11 08:08","song-188530","Jeremy Camp","When You Speak"
"2021-11-11 08:11","song-188564","Andrew Ripp","Rejoice"
"2021-11-11 08:18","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-11 08:22","song-187559","Zach Williams","Old Church Choir"
"2021-11-11 08:26","song-188495","Phil Wickham","House Of The Lord"
"2021-11-11 08:31","song-188539","Crowder","In The house"
"2021-11-11 08:34","song-188027","Matthew West","Truth Be Told"
"2021-11-11 08:38","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-11 08:45","song-184115","Big Daddy Weave","Alive"
"2021-11-11 08:48","song-187445","I AM THEY","No Impossible with You"
"2021-11-11 08:54","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-11 08:55","song-188489","Dante Bowe","Joyful"
"2021-11-11 09:00","song-187554","Tauren Wells","God's Not Done With You"
"2021-11-11 09:01","song-187700","Josh Baldwin","Stand In Your Love"
"2021-11-11 09:05","song-188555","for KING & COUNTRY","Relate"
"2021-11-11 09:07","song-188445","We The Kingdom","Child of Love (feat. Bear Rhinehart)"
"2021-11-11 09:15","song-188568","Brandon Lake","Too Good To Not Believe (feat. Jenn Johnson)"
"2021-11-11 09:19","song-188560","Danny Gokey","Stand In Faith"
"2021-11-11 09:23","song-187099","Rhett Walker Band","Believer"
"2021-11-11 09:30","song-188557","We Are Messengers","Come What May"
"2021-11-11 09:31","song-186610","Matt Maher","Alive & Breathing"
"2021-11-11 09:36","song-184595","David Crowder Band","How He Loves"
"2021-11-11 09:45","song-188559","TobyMac","Promised Land"
"2021-11-11 09:46","song-187987","Colton Dixon","Miracles"
"2021-11-11 09:49","song-188514","Blanca","Even At My Worst"
"2021-11-11 09:53","song-183321","Chris Tomlin","Whom Shall I Fear (God of Angel Armies)"
"2021-11-11 09:56","song-187788","Elevation Worship","RATTLE!"
"2021-11-11 10:00","song-188326","Jordan Feliz","Next to Me"
"2021-11-11 10:03","song-185631","Phil Wickham","Your Love Awakens Me"
"2021-11-11 10:09","song-188522","Matthew West","What If"
"2021-11-11 10:15","song-188570","Jon Reddick","God, Turn It Around (feat. Matt Maher)"
"2021-11-11 10:18","song-188530","Jeremy Camp","When You Speak"
"2021-11-11 10:21","song-185700","Brandon Heath","The Light In Me"
"2021-11-11 10:30","song-188507","Anne Wilson","My Jesus"
"2021-11-11 10:30","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-11 10:33","song-187573","Micah Tyler","Amen"
"2021-11-11 10:45","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-11 10:45","song-186929","Ryan Stevenson","Eye Of The Storm (feat. GabeReal)"
"2021-11-11 10:48","song-187405","Danny Gokey","Rise"
"2021-11-11 10:52","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-11 10:56","song-188454","TobyMac","Help Is On The Way (Maybe Midnight)"
"2021-11-11 11:00","song-185488","The Afters","I Will Fear No More"
"2021-11-11 11:03","song-183876","Lincoln Brewster","There Is Power"
"2021-11-11 11:06","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-11 11:09","song-187210","Hillsong United","Another In The Fire"
"2021-11-11 11:15","song-188571","MercyMe","On Our Way (feat. Sam Wesley)"
"2021-11-11 11:22","song-188505","Tasha Layton","Look What You've Done"
"2021-11-11 11:30","song-185211","Matthew West","Strong Enough"
"2021-11-11 11:30","song-188555","for KING & COUNTRY","Relate"
"2021-11-11 11:34","song-188450","Lauren Daigle","Hold On To Me"
"2021-11-11 11:37","song-186519","Tenth Avenue North","You Are More"
"2021-11-11 11:45","song-188539","Crowder","In The house"
"2021-11-11 11:46","song-187755","Elevation Worship","Graves Into Gardens"
"2021-11-11 11:54","song-183312","Chris Tomlin","I Will Rise"
"2021-11-11 12:00","song-188503","Tauren Wells","Until Grace (feat. Rascal Flatts)"
"2021-11-11 12:03","song-185392","Casting Crowns","Glorious Day (Living He Loved Me)"
"2021-11-11 12:07","song-188514","Blanca","Even At My Worst"
"2021-11-11 12:11","song-188026","Phil Wickham","Battle Belongs"
"2021-11-11 12:15","song-188569","Riley Clemmons","For The Good"
"2021-11-11 12:21","song-183627","TobyMac","Feel It (feat. Mr. TalkBox)"
"2021-11-11 12:25","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-11 12:30","song-187054","for KING & COUNTRY","It's Not Over Yet"
"2021-11-11 12:32","song-188522","Matthew West","What If"
"2021-11-11 12:35","song-188511","CeCe Winans","Believe For It"
"2021-11-11 12:39","song-185474","The Afters","Light Up The Sky"
"2021-11-11 12:45","song-188560","Danny Gokey","Stand In Faith"
"2021-11-11 12:49","song-187563","Zach Williams","There Was Jesus"
"2021-11-11 12:52","song-188530","Jeremy Camp","When You Speak"
"2021-11-11 12:55","song-184181","MercyMe","Grace Got You"
"2021-11-11 13:00","song-188492","CAIN","Yes He Can"
"2021-11-11 13:03","song-187643","Cory Asbury","The Father's House"
"2021-11-11 13:07","song-187570","Micah Tyler","Never Been A Moment"
"2021-11-11 13:10","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-11 13:15","song-184715","Aaron Shust","My Hope Is In You"
"2021-11-11 13:20","song-188526","Ryan Ellis","Heart of the Father"
"2021-11-11 13:24","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-11 13:30","song-186581","Francesca Battistelli","He Knows My Name"
"2021-11-11 13:31","song-187788","Elevation Worship","RATTLE!"
"2021-11-11 13:34","song-188559","TobyMac","Promised Land"
"2021-11-11 13:38","song-188186","Jordan St. Cyr","Fires"
"2021-11-11 13:45","song-188555","for KING & COUNTRY","Relate"
"2021-11-11 13:49","song-185230","Matthew West","The God Who Stays"
"2021-11-11 13:53","song-186589","Matt Maher","Your Grace Is Enough"
"2021-11-11 14:00","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-11 14:01","song-186694","Kari Jobe","I Am Not Alone"
"2021-11-11 14:05","song-188557","We Are Messengers","Come What May"
"2021-11-11 14:08","song-188333","Crowder","Good God Almighty"
"2021-11-11 14:15","song-188536","Mike Donehey","All Together"
"2021-11-11 14:17","song-187406","Danny Gokey","The Comeback"
"2021-11-11 14:20","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-11 14:24","song-185405","Casting Crowns","God Of All My Days"
"2021-11-11 14:30","song-188514","Blanca","Even At My Worst"
"2021-11-11 14:31","song-187557","Tauren Wells","Famous For (I Believe)"
"2021-11-11 14:35","song-184202","Kutless","Everything I Need"
"2021-11-11 14:38","song-188505","Tasha Layton","Look What You've Done"
"2021-11-11 14:45","song-187972","We The Kingdom","God So Loved"
"2021-11-11 14:49","song-188522","Matthew West","What If"
"2021-11-11 14:52","song-183635","TobyMac","Everything"
"2021-11-11 15:00","song-188495","Phil Wickham","House Of The Lord"
"2021-11-11 15:00","song-184117","Big Daddy Weave","I Know"
"2021-11-11 15:05","song-187562","Zach Williams","Rescue Story"
"2021-11-11 15:09","song-188530","Jeremy Camp","When You Speak"
"2021-11-11 15:15","song-184490","Plumb","Need You Now (How Many Times)"
"2021-11-11 15:18","song-188564","Andrew Ripp","Rejoice"
"2021-11-11 15:22","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-11 15:26","song-187513","Jordan Feliz","Faith"
"2021-11-11 15:30","song-188492","CAIN","Yes He Can"
"2021-11-11 15:33","song-188539","Crowder","In The house"
"2021-11-11 15:36","song-188003","Josh Baldwin","Evidence"
"2021-11-11 15:40","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-11 15:48","song-184522","Sanctus Real","Forgiven"
"2021-11-11 15:51","song-187551","Tauren Wells","Hills and Valleys"
"2021-11-11 15:55","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-11 15:59","song-186937","Ryan Stevenson","Amadeo (Still My God)"
"2021-11-11 16:03","song-188474","Rhett Walker","Gospel Song"
"2021-11-11 16:06","song-186919","Kristian Stanfill","My Heart Is Yours (feat. Kristian Stanfill)"
"2021-11-11 16:10","song-188555","for KING & COUNTRY","Relate"
"2021-11-11 16:13","song-187181","Finding Favour","Cast My Cares"
"2021-11-11 16:18","song-188568","Brandon Lake","Too Good To Not Believe (feat. Jenn Johnson)"
"2021-11-11 16:22","song-188557","We Are Messengers","Come What May"
"2021-11-11 16:26","song-184467","Jeremy Camp","My God"
"2021-11-11 16:31","song-188507","Anne Wilson","My Jesus"
"2021-11-11 16:35","song-188560","Danny Gokey","Stand In Faith"
"2021-11-11 16:38","song-188329","MercyMe","Say I Won't"
"2021-11-11 16:46","song-188514","Blanca","Even At My Worst"
"2021-11-11 16:49","song-187571","Micah Tyler","Different"
"2021-11-11 16:52","song-188559","TobyMac","Promised Land"
"2021-11-11 16:56","song-188562","Mac Powell","River of Life"
"2021-11-11 16:59","song-187731","Switch","Symphony (feat. Dillon Chase)"
"2021-11-11 17:03","song-186788","Sidewalk Prophets","Save My Life"
"2021-11-11 17:07","song-188522","Matthew West","What If"
"2021-11-11 17:10","song-187973","Chris Tomlin","Who You Are To Me [feat. Lady A]"
"2021-11-11 17:14","song-188570","Jon Reddick","God, Turn It Around (feat. Matt Maher)"
"2021-11-11 17:22","song-183859","Lincoln Brewster","Everlasting God"
"2021-11-11 17:27","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-11 17:30","song-187316","Lauren Daigle","You Say"
"2021-11-11 17:36","song-188530","Jeremy Camp","When You Speak"
"2021-11-11 17:40","song-187614","Elevation Worship","See A Victory"
"2021-11-11 17:44","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-11 17:51","song-188332","Zach Williams","Less Like Me"
"2021-11-11 17:55","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-11 17:59","song-187632","Austin French","Born Again"
"2021-11-11 18:02","song-187968","Josh Wilson","Revolutionary"
"2021-11-11 18:05","song-184941","Matt Redman","10,000 Reasons"
"2021-11-11 18:09","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-11 18:12","song-187354","Carrollton","Tell Me"
"2021-11-11 18:18","song-188571","MercyMe","On Our Way (feat. Sam Wesley)"
"2021-11-11 18:22","song-188555","for KING & COUNTRY","Relate"
"2021-11-11 18:25","song-186749","Jonny Diaz","Breathe"
"2021-11-11 18:28","song-188503","Tauren Wells","Until Grace (feat. Rascal Flatts)"
"2021-11-11 18:33","song-188505","Tasha Layton","Look What You've Done"
"2021-11-11 18:37","song-188018","Casting Crowns","Start Right Here"
"2021-11-11 18:44","song-188557","We Are Messengers","Come What May"
"2021-11-11 18:48","song-187728","Cochren & Co.","Church (Take Me Back)"
"2021-11-11 18:51","song-188539","Crowder","In The house"
"2021-11-11 18:54","song-186610","Matt Maher","Alive & Breathing"
"2021-11-11 18:58","song-184113","Big Daddy Weave","The Lion And The Lamb"
"2021-11-11 19:03","song-187113","Unspoken","Reason"
"2021-11-11 19:06","song-188514","Blanca","Even At My Worst"
"2021-11-11 19:10","song-184477","Jeremy Camp","Keep Me In The Moment"
"2021-11-11 19:13","song-188569","Riley Clemmons","For The Good"
"2021-11-11 19:22","song-187036","7eventh Time Down","God Is On The Move"
"2021-11-11 19:25","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-11 19:28","song-183339","Chris Tomlin","Nobody Loves Me Like You"
"2021-11-11 19:33","song-188522","Matthew West","What If"
"2021-11-11 19:37","song-188010","CAIN","Rise Up (Lazarus)"
"2021-11-11 19:41","song-188560","Danny Gokey","Stand In Faith"
"2021-11-11 19:47","song-188445","We The Kingdom","Child of Love (feat. Bear Rhinehart)"
"2021-11-11 19:51","song-188530","Jeremy Camp","When You Speak"
"2021-11-11 19:54","song-186933","Ryan Stevenson","No Matter What (feat. Bart Millard)"
"2021-11-11 19:58","song-188495","Phil Wickham","House Of The Lord"
"2021-11-11 20:02","song-187987","Colton Dixon","Miracles"
"2021-11-11 20:05","song-187561","Zach Williams","Survivor"
"2021-11-11 20:08","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-11 20:13","song-184157","MercyMe","You Reign"
"2021-11-11 20:19","song-188526","Ryan Ellis","Heart of the Father"
"2021-11-11 20:23","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-11 20:25","song-187450","Brian & Jenn Johnson","Raise A Hallelujah (feat. Jonathan David Helser, and Melissa Helser)"
"2021-11-11 20:30","song-187788","Elevation Worship","RATTLE!"
"2021-11-11 20:35","song-188559","TobyMac","Promised Land"
"2021-11-11 20:38","song-187967","Danny Gokey","Love God, Love People"
"2021-11-11 20:45","song-188555","for KING & COUNTRY","Relate"
"2021-11-11 20:48","song-184458","Jeremy Camp","Overcome"
"2021-11-11 20:52","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-11 20:59","song-187554","Tauren Wells","God's Not Done With You"
"2021-11-11 21:03","song-188416","Michael W. Smith","Waymaker"
"2021-11-11 21:10","song-188557","We Are Messengers","Come What May"
"2021-11-11 21:13","song-187293","Crowder","Come As You Are"
"2021-11-11 21:18","song-187701","Josh Baldwin","Let The Redeemed"
"2021-11-11 21:22","song-188536","Mike Donehey","All Together"
"2021-11-11 21:25","song-188514","Blanca","Even At My Worst"
"2021-11-11 21:29","song-185402","Casting Crowns","One Step Away"
"2021-11-11 21:33","song-188492","CAIN","Yes He Can"
"2021-11-11 21:36","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-11 21:40","song-188540","NEEDTOBREATHE","I Am Yours"
"2021-11-11 21:44","song-188522","Matthew West","What If"
"2021-11-11 21:51","song-188505","Tasha Layton","Look What You've Done"
"2021-11-11 21:55","song-183993","Hillsong Worship","What A Beautiful Name"
"2021-11-11 21:59","song-183315","Chris Tomlin","I Will Follow"
"2021-11-11 22:03","song-188475","Evan Craft","Be Alright (Feat. Danny Gokey & Redimi2)"
"2021-11-11 22:06","song-188530","Jeremy Camp","When You Speak"
"2021-11-11 22:09","song-187210","Hillsong United","Another In The Fire"
"2021-11-11 22:13","song-188564","Andrew Ripp","Rejoice"
"2021-11-11 22:20","song-183021","Newsboys","We Believe"
"2021-11-11 22:24","song-188539","Crowder","In The house"
"2021-11-11 22:27","song-187755","Elevation Worship","Graves Into Gardens"
"2021-11-11 22:31","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-11 22:36","song-188026","Phil Wickham","Battle Belongs"
"2021-11-11 22:40","song-184523","Sanctus Real","Lead Me"
"2021-11-11 22:43","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-11 22:47","song-188023","Cory Asbury","Sparrows"
"2021-11-11 22:51","song-183879","Lincoln Brewster","No One Like Our God"
"2021-11-11 22:56","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-11 22:58","song-187636","Riley Clemmons","Fighting For Me"
"2021-11-11 23:02","song-188027","Matthew West","Truth Be Told"
"2021-11-11 23:06","song-184474","Jeremy Camp","Word Of Life"
"2021-11-11 23:09","song-188555","for KING & COUNTRY","Relate"
"2021-11-11 23:12","song-185479","The Afters","Every Good Thing"
"2021-11-11 23:17","song-188568","Brandon Lake","Too Good To Not Believe (feat. Jenn Johnson)"
"2021-11-11 23:21","song-188557","We Are Messengers","Come What May"
"2021-11-11 23:24","song-186916","Kristian Stanfill","One Thing Remains (feat. Kristian Stanfill)"
"2021-11-11 23:28","song-188507","Anne Wilson","My Jesus"
"2021-11-11 23:32","song-188560","Danny Gokey","Stand In Faith"
"2021-11-11 23:35","song-188025","Andrew Ripp","Jericho"
"2021-11-11 23:39","song-188514","Blanca","Even At My Worst"
"2021-11-11 23:46","song-183333","Chris Tomlin","Jesus"
"2021-11-11 23:50","song-183813","Steven Curtis Chapman","Love Take Me Over"
"2021-11-11 23:53","song-188559","TobyMac","Promised Land"
"2021-11-11 23:56","song-184117","Big Daddy Weave","I Know"
"2021-11-12 00:01","song-187557","Tauren Wells","Famous For (I Believe)"
"2021-11-12 00:05","song-188522","Matthew West","What If"
"2021-11-12 00:09","song-187559","Zach Williams","Old Church Choir"
"2021-11-12 00:12","song-188570","Jon Reddick","God, Turn It Around (feat. Matt Maher)"
"2021-11-12 00:19","song-187510","Jordan Feliz","Beloved"
"2021-11-12 00:23","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-12 00:26","song-187308","Lauren Daigle","First"
"2021-11-12 00:30","song-188530","Jeremy Camp","When You Speak"
"2021-11-12 00:33","song-187354","Carrollton","Tell Me"
"2021-11-12 00:37","song-186888","Chris August","Starry Night"
"2021-11-12 00:40","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-12 00:45","song-188474","Rhett Walker","Gospel Song"
"2021-11-12 00:48","song-187404","Danny Gokey","Tell Your Heart To Beat Again"
"2021-11-12 00:52","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-12 00:56","song-186602","Matt Maher","Because He Lives (Amen)"
"2021-11-12 01:00","song-187972","We The Kingdom","God So Loved"
"2021-11-12 01:08","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-12 01:11","song-183627","TobyMac","Feel It (feat. Mr. TalkBox)"
"2021-11-12 01:16","song-188571","MercyMe","On Our Way (feat. Sam Wesley)"
"2021-11-12 01:19","song-186582","Francesca Battistelli","Holy Spirit"
"2021-11-12 01:23","song-188555","for KING & COUNTRY","Relate"
"2021-11-12 01:27","song-188492","CAIN","Yes He Can"
"2021-11-12 01:30","song-188505","Tasha Layton","Look What You've Done"
"2021-11-12 01:33","song-188130","Jeremy Camp","Out of My Hands"
"2021-11-12 01:37","song-188557","We Are Messengers","Come What May"
"2021-11-12 01:43","song-183287","Third Day","Soul On Fire (feat. All Sons & Daughters)"
"2021-11-12 01:46","song-188539","Crowder","In The house"
"2021-11-12 01:49","song-187319","Lauren Daigle","Rescue"
"2021-11-12 01:53","song-187133","Colton Dixon","You Are"
"2021-11-12 01:56","song-186937","Ryan Stevenson","Amadeo (Still My God)"
"2021-11-12 02:00","song-187066","One Sonic Society","Great Are You Lord"
"2021-11-12 02:04","song-188514","Blanca","Even At My Worst"
"2021-11-12 02:07","song-188329","MercyMe","Say I Won't"
"2021-11-12 02:11","song-188569","Riley Clemmons","For The Good"
"2021-11-12 02:15","song-187631","Austin French","Freedom Hymn"
"2021-11-12 02:20","song-187086","Rend Collective","Counting Every Blessing"
"2021-11-12 02:24","song-186532","Tenth Avenue North","Control (Somehow You Want Me)"
"2021-11-12 02:28","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-12 02:32","song-188511","CeCe Winans","Believe For It"
"2021-11-12 02:36","song-188522","Matthew West","What If"
"2021-11-12 02:39","song-184108","Big Daddy Weave","Redeemed"
"2021-11-12 02:43","song-188560","Danny Gokey","Stand In Faith"
"2021-11-12 02:48","song-187973","Chris Tomlin","Who You Are To Me [feat. Lady A]"
"2021-11-12 02:51","song-187059","for KING & COUNTRY","God Only Knows"
"2021-11-12 02:55","song-188530","Jeremy Camp","When You Speak"
"2021-11-12 02:58","song-187788","Elevation Worship","RATTLE!"
"2021-11-12 03:02","song-183875","Lincoln Brewster","Made New"
"2021-11-12 03:05","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-12 03:10","song-187573","Micah Tyler","Amen"
"2021-11-12 03:13","song-188526","Ryan Ellis","Heart of the Father"
"2021-11-12 03:18","song-185005","Michael W. Smith","Mighty To Save"
"2021-11-12 03:23","song-188559","TobyMac","Promised Land"
"2021-11-12 03:26","song-184183","MercyMe","Almost Home"
"2021-11-12 03:30","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-12 03:33","song-187563","Zach Williams","There Was Jesus"
"2021-11-12 03:36","song-185465","Mat Kearney","Air I Breathe"
"2021-11-12 03:40","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-12 03:44","song-187614","Elevation Worship","See A Victory"
"2021-11-12 03:48","song-188555","for KING & COUNTRY","Relate"
"2021-11-12 03:51","song-185486","The Afters","Well Done"
"2021-11-12 03:55","song-188503","Tauren Wells","Until Grace (feat. Rascal Flatts)"
"2021-11-12 03:59","song-188536","Mike Donehey","All Together"
"2021-11-12 04:02","song-188445","We The Kingdom","Child of Love (feat. Bear Rhinehart)"
"2021-11-12 04:06","song-185700","Brandon Heath","The Light In Me"
"2021-11-12 04:11","song-188514","Blanca","Even At My Worst"
"2021-11-12 04:14","song-185380","Casting Crowns","East To West"
"2021-11-12 04:19","song-188568","Brandon Lake","Too Good To Not Believe (feat. Jenn Johnson)"
"2021-11-12 04:23","song-188522","Matthew West","What If"
"2021-11-12 04:27","song-183335","Chris Tomlin","Home"
"2021-11-12 04:30","song-188507","Anne Wilson","My Jesus"
"2021-11-12 04:34","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-12 04:37","song-187643","Cory Asbury","The Father's House"
"2021-11-12 04:41","song-188530","Jeremy Camp","When You Speak"
"2021-11-12 04:46","song-186929","Ryan Stevenson","Eye Of The Storm (feat. GabeReal)"
"2021-11-12 04:50","song-184137","MercyMe","I Can Only Imagine"
"2021-11-12 04:54","song-188560","Danny Gokey","Stand In Faith"
"2021-11-12 04:57","song-188010","CAIN","Rise Up (Lazarus)"
"2021-11-12 05:01","song-186581","Francesca Battistelli","He Knows My Name"
"2021-11-12 05:04","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-12 05:09","song-186610","Matt Maher","Alive & Breathing"
"2021-11-12 05:12","song-188570","Jon Reddick","God, Turn It Around (feat. Matt Maher)"
"2021-11-12 05:19","song-187105","Unspoken","Start A Fire"
"2021-11-12 05:22","song-188559","TobyMac","Promised Land"
"2021-11-12 05:29","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-12 05:32","song-188450","Lauren Daigle","Hold On To Me"
"2021-11-12 05:35","song-185219","Matthew West","Do Something"
"2021-11-12 05:39","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-12 05:43","song-184477","Jeremy Camp","Keep Me In The Moment"
"2021-11-12 05:47","song-188555","for KING & COUNTRY","Relate"
"2021-11-12 05:50","song-187726","Vertical Worship","Yes I Will"
"2021-11-12 05:53","song-188503","Tauren Wells","Until Grace (feat. Rascal Flatts)"
"2021-11-12 05:57","song-188571","MercyMe","On Our Way (feat. Sam Wesley)"
"2021-11-12 06:00","song-187513","Jordan Feliz","Faith"
"2021-11-12 06:04","song-188557","We Are Messengers","Come What May"
"2021-11-12 06:07","song-188186","Jordan St. Cyr","Fires"
"2021-11-12 06:11","song-188569","Riley Clemmons","For The Good"
"2021-11-12 06:19","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-12 06:23","song-185405","Casting Crowns","God Of All My Days"
"2021-11-12 06:26","song-188514","Blanca","Even At My Worst"
"2021-11-12 06:32","song-188475","Evan Craft","Be Alright (Feat. Danny Gokey & Redimi2)"
"2021-11-12 06:34","song-183311","Chris Tomlin","Jesus Messiah"
"2021-11-12 06:39","song-188505","Tasha Layton","Look What You've Done"
"2021-11-12 06:45","song-187968","Josh Wilson","Revolutionary"
"2021-11-12 06:48","song-188522","Matthew West","What If"
"2021-11-12 06:52","song-186919","Kristian Stanfill","My Heart Is Yours (feat. Kristian Stanfill)"
"2021-11-12 06:56","song-187788","Elevation Worship","RATTLE!"
"2021-11-12 06:59","song-187554","Tauren Wells","God's Not Done With You"
"2021-11-12 07:03","song-188025","Andrew Ripp","Jericho"
"2021-11-12 07:06","song-184200","Kutless","What Faith Can Do"
"2021-11-12 07:10","song-188530","Jeremy Camp","When You Speak"
"2021-11-12 07:13","song-188526","Ryan Ellis","Heart of the Father"
"2021-11-12 07:19","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-12 07:23","song-183876","Lincoln Brewster","There Is Power"
"2021-11-12 07:27","song-188492","CAIN","Yes He Can"
"2021-11-12 07:31","song-188539","Crowder","In The house"
"2021-11-12 07:34","song-188026","Phil Wickham","Battle Belongs"
"2021-11-12 07:38","song-0","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-12 07:45","song-184182","MercyMe","Best News Ever"
"2021-11-12 07:48","song-187138","Colton Dixon","More Of You"
"2021-11-12 07:52","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-12 07:55","song-187755","Elevation Worship","Graves Into Gardens"
"2021-11-12 07:59","song-187731","Switch","Symphony (feat. Dillon Chase)"
"2021-11-12 08:03","song-186935","Ryan Stevenson","With Lifted Hands"
"2021-11-12 08:06","song-188555","for KING & COUNTRY","Relate"
"2021-11-12 08:09","song-184117","Big Daddy Weave","I Know"
"2021-11-12 08:13","song-188536","Mike Donehey","All Together"
"2021-11-12 08:19","song-188560","Danny Gokey","Stand In Faith"
"2021-11-12 08:22","song-187562","Zach Williams","Rescue Story"
"2021-11-12 08:26","song-188557","We Are Messengers","Come What May"
"2021-11-12 08:31","song-187210","Hillsong United","Another In The Fire"
"2021-11-12 08:35","song-187511","Jordan Feliz","Witness"
"2021-11-12 08:39","song-188559","TobyMac","Promised Land"
"2021-11-12 08:44","song-188018","Casting Crowns","Start Right Here"
"2021-11-12 08:47","song-188514","Blanca","Even At My Worst"
"2021-11-12 08:53","song-183312","Chris Tomlin","I Will Rise"
"2021-11-12 08:58","song-188507","Anne Wilson","My Jesus"
"2021-11-12 09:02","song-187972","We The Kingdom","God So Loved"
"2021-11-12 09:06","song-187054","for KING & COUNTRY","It's Not Over Yet"
"2021-11-12 09:09","song-188522","Matthew West","What If"
"2021-11-12 09:13","song-188564","Andrew Ripp","Rejoice"
"2021-11-12 09:19","song-188530","Jeremy Camp","When You Speak"
"2021-11-12 09:22","song-185623","Phil Wickham","Safe"
"2021-11-12 09:26","song-188503","Tauren Wells","Until Grace (feat. Rascal Flatts)"
"2021-11-12 09:31","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-12 09:34","song-188333","Crowder","Good God Almighty"
"2021-11-12 09:38","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-12 09:47","song-185475","The Afters","Lift Me Up"
"2021-11-12 09:50","song-187558","Zach Williams","Chain Breaker"
